"tissue","gsmid"
"blood","GSM2815476"
"blood","GSM3035755"
"blood","GSM2815112"
"blood","GSM1846444"
"blood","GSM2334531"
"blood","GSM2656305"
"blood","GSM2334292"
"blood","GSM2770873"
"blood","GSM2334159"
"blood","GSM2363577"
"blood","GSM2814435"
"blood","GSM2738234"
"blood","GSM2814361"
"blood","GSM2738271"
"blood","GSM2334207"
"blood","GSM2363596"
"blood","GSM1506443"
"blood","GSM3035845"
"blood","GSM2814438"
"blood","GSM1506424"
"blood","GSM2814885"
"blood","GSM3035674"
"blood","GSM2127951"
"blood","GSM2260571"
"blood","GSM2363662"
"blood","GSM2260650"
"blood","GSM2337313"
"blood","GSM3026708"
"blood","GSM3440480"
"blood","GSM1624841"
"blood","GSM2814735"
"blood","GSM3081000"
"blood","GSM2867835"
"blood","GSM3026695"
"blood","GSM1616986"
"blood","GSM2363568"
"blood","GSM3440752"
"blood","GSM2333979"
"blood","GSM2814251"
"blood","GSM2865154"
"blood","GSM2515108"
"blood","GSM2738224"
"blood","GSM3026654"
"blood","GSM2586423"
"blood","GSM2814494"
"blood","GSM3045528"
"blood","GSM3440582"
"blood","GSM2814971"
"blood","GSM1705006"
"blood","GSM2349510"
"blood","GSM2815545"
"blood","GSM2334012"
"blood","GSM2814619"
"blood","GSM2865163"
"blood","GSM2867824"
"blood","GSM2815497"
"blood","GSM2814637"
"blood","GSM2815359"
"blood","GSM2465239"
"blood","GSM3035435"
"blood","GSM2337571"
"blood","GSM2465198"
"blood","GSM2334632"
"blood","GSM2814403"
"blood","GSM2814294"
"blood","GSM3440435"
"blood","GSM3026787"
"blood","GSM2814428"
"blood","GSM2865180"
"blood","GSM2648863"
"blood","GSM2656275"
"blood","GSM2814439"
"blood","GSM1705063"
"blood","GSM3440402"
"blood","GSM2814407"
"blood","GSM2942830"
"blood","GSM3035503"
"blood","GSM2465201"
"blood","GSM1873606"
"blood","GSM2334099"
"blood","GSM2363646"
"blood","GSM2334451"
"blood","GSM3035517"
"blood","GSM2738263"
"blood","GSM2334616"
"blood","GSM3035731"
"blood","GSM3267081"
"blood","GSM3026640"
"blood","GSM2337319"
"blood","GSM2815566"
"blood","GSM2363683"
"blood","GSM2562844"
"blood","GSM1649797"
"blood","GSM3035745"
"blood","GSM2334433"
"blood","GSM2373079"
"blood","GSM2815290"
"blood","GSM1649802"
"blood","GSM2363584"
"blood","GSM3440760"
"blood","GSM1506510"
"blood","GSM3035960"
"blood","GSM2815612"
"blood","GSM2363660"
"blood","GSM3035927"
"blood","GSM2814504"
"blood","GSM3035439"
"blood","GSM2334455"
"blood","GSM3440483"
"blood","GSM2562935"
"blood","GSM1506541"
"blood","GSM2656317"
"blood","GSM1649754"
"blood","GSM2815029"
"blood","GSM2260558"
"blood","GSM2337325"
"blood","GSM2815681"
"blood","GSM2465221"
"blood","GSM2090017"
"blood","GSM1624874"
"blood","GSM3035661"
"blood","GSM2260634"
"blood","GSM3440477"
"blood","GSM3035776"
"blood","GSM3035967"
"blood","GSM2333975"
"blood","GSM3440744"
"blood","GSM2260605"
"blood","GSM2260697"
"blood","GSM2363732"
"blood","GSM1624873"
"blood","GSM2089938"
"blood","GSM2337623"
"blood","GSM3035641"
"blood","GSM2334535"
"blood","GSM3026657"
"blood","GSM2090057"
"blood","GSM2334280"
"blood","GSM2334089"
"blood","GSM3045506"
"blood","GSM3440586"
"blood","GSM2738259"
"blood","GSM2586445"
"blood","GSM2814201"
"blood","GSM2814774"
"blood","GSM2363795"
"blood","GSM2814415"
"blood","GSM2337475"
"blood","GSM2334497"
"blood","GSM2814418"
"blood","GSM2334350"
"blood","GSM2814263"
"blood","GSM2260729"
"blood","GSM2267981"
"blood","GSM2260590"
"blood","GSM2334558"
"blood","GSM2334240"
"blood","GSM2815032"
"blood","GSM3440479"
"blood","GSM3440548"
"blood","GSM2867871"
"blood","GSM2127944"
"blood","GSM2814314"
"blood","GSM2656259"
"blood","GSM3035488"
"blood","GSM2815365"
"blood","GSM2865174"
"blood","GSM2337267"
"blood","GSM2807778"
"blood","GSM1506506"
"blood","GSM3440625"
"blood","GSM2089989"
"blood","GSM2337367"
"blood","GSM2334524"
"blood","GSM2260485"
"blood","GSM2738155"
"blood","GSM2333971"
"blood","GSM2562758"
"blood","GSM2814063"
"blood","GSM2337309"
"blood","GSM3440440"
"blood","GSM2814317"
"blood","GSM1920438"
"blood","GSM3035892"
"blood","GSM2815509"
"blood","GSM2337245"
"blood","GSM2586464"
"blood","GSM2738266"
"blood","GSM2363794"
"blood","GSM2562855"
"blood","GSM2562766"
"blood","GSM3035564"
"blood","GSM2260728"
"blood","GSM2865197"
"blood","GSM3035916"
"blood","GSM2363630"
"blood","GSM2334494"
"blood","GSM1848086"
"blood","GSM2127919"
"blood","GSM2814073"
"blood","GSM2562829"
"blood","GSM2814442"
"blood","GSM2334333"
"blood","GSM2867849"
"blood","GSM2867798"
"blood","GSM2089981"
"blood","GSM2562882"
"blood","GSM2334458"
"blood","GSM2260510"
"blood","GSM1624854"
"blood","GSM2814863"
"blood","GSM2334085"
"blood","GSM1506451"
"blood","GSM2814586"
"blood","GSM1649746"
"blood","GSM2334073"
"blood","GSM2089924"
"blood","GSM2334529"
"blood","GSM2814508"
"blood","GSM2337450"
"blood","GSM2814719"
"blood","GSM2656407"
"blood","GSM3026730"
"blood","GSM2796256"
"blood","GSM2334378"
"blood","GSM2656371"
"blood","GSM2815587"
"blood","GSM2363778"
"blood","GSM2337281"
"blood","GSM3380776"
"blood","GSM2334182"
"blood","GSM2815247"
"blood","GSM2814057"
"blood","GSM2656319"
"blood","GSM2260559"
"blood","GSM3035584"
"blood","GSM2337441"
"blood","GSM2334232"
"blood","GSM3026626"
"blood","GSM2334363"
"blood","GSM2814808"
"blood","GSM3440394"
"blood","GSM2656219"
"blood","GSM2363772"
"blood","GSM2562891"
"blood","GSM2334291"
"blood","GSM2090051"
"blood","GSM1624836"
"blood","GSM2334373"
"blood","GSM2090041"
"blood","GSM2334377"
"blood","GSM2815226"
"blood","GSM2089964"
"blood","GSM3026679"
"blood","GSM2815191"
"blood","GSM2337297"
"blood","GSM2334094"
"blood","GSM1338105"
"blood","GSM1649827"
"blood","GSM2260600"
"blood","GSM2363686"
"blood","GSM2815591"
"blood","GSM1649789"
"blood","GSM2738190"
"blood","GSM2337498"
"blood","GSM2465160"
"blood","GSM2586412"
"blood","GSM2814481"
"blood","GSM2183277"
"blood","GSM1622781"
"blood","GSM2942825"
"blood","GSM3440520"
"blood","GSM3440458"
"blood","GSM3440551"
"blood","GSM2363648"
"blood","GSM2814907"
"blood","GSM2794392"
"blood","GSM2814304"
"blood","GSM2337524"
"blood","GSM2333993"
"blood","GSM3440591"
"blood","GSM2260617"
"blood","GSM2865152"
"blood","GSM2363612"
"blood","GSM2363831"
"blood","GSM1506355"
"blood","GSM2814836"
"blood","GSM2796265"
"blood","GSM2807739"
"blood","GSM3440400"
"blood","GSM2334150"
"blood","GSM2562719"
"blood","GSM2334412"
"blood","GSM2815676"
"blood","GSM2814074"
"blood","GSM2814260"
"blood","GSM3035883"
"blood","GSM1624857"
"blood","GSM2656396"
"blood","GSM2738278"
"blood","GSM3035778"
"blood","GSM1848019"
"blood","GSM2815167"
"blood","GSM2363895"
"blood","GSM3026697"
"blood","GSM2465168"
"blood","GSM2686832"
"blood","GSM2363876"
"blood","GSM3035817"
"blood","GSM2815641"
"blood","GSM2334519"
"blood","GSM2738255"
"blood","GSM2337509"
"blood","GSM3035669"
"blood","GSM3440762"
"blood","GSM2334579"
"blood","GSM2814853"
"blood","GSM2260609"
"blood","GSM1920392"
"blood","GSM1649798"
"blood","GSM2865084"
"blood","GSM2738230"
"blood","GSM2363812"
"blood","GSM2363636"
"blood","GSM3026645"
"blood","GSM2814216"
"blood","GSM2337479"
"blood","GSM1705072"
"blood","GSM2334162"
"blood","GSM2337358"
"blood","GSM2814466"
"blood","GSM3440399"
"blood","GSM2337315"
"blood","GSM2363610"
"blood","GSM2656322"
"blood","GSM2337467"
"blood","GSM2363779"
"blood","GSM2337482"
"blood","GSM2738268"
"blood","GSM1931528"
"blood","GSM2260586"
"blood","GSM2814942"
"blood","GSM2815594"
"blood","GSM3035467"
"blood","GSM2337601"
"blood","GSM2814511"
"blood","GSM2738297"
"blood","GSM2815111"
"blood","GSM1649788"
"blood","GSM2814940"
"blood","GSM3035591"
"blood","GSM2815214"
"blood","GSM3035815"
"blood","GSM2865151"
"blood","GSM3035783"
"blood","GSM2814137"
"blood","GSM2363602"
"blood","GSM2334068"
"blood","GSM3045516"
"blood","GSM2334112"
"blood","GSM2656335"
"blood","GSM3035765"
"blood","GSM2465245"
"blood","GSM1649783"
"blood","GSM2515102"
"blood","GSM2815108"
"blood","GSM2814804"
"blood","GSM3440464"
"blood","GSM2089975"
"blood","GSM3035838"
"blood","GSM2656187"
"blood","GSM2562915"
"blood","GSM2465243"
"blood","GSM3035506"
"blood","GSM2867894"
"blood","GSM3026639"
"blood","GSM2127926"
"blood","GSM2815473"
"blood","GSM3035519"
"blood","GSM1649790"
"blood","GSM2815502"
"blood","GSM3045494"
"blood","GSM2814444"
"blood","GSM2334129"
"blood","GSM1873613"
"blood","GSM2334018"
"blood","GSM3035954"
"blood","GSM2815394"
"blood","GSM3026637"
"blood","GSM2127917"
"blood","GSM2260553"
"blood","GSM2865171"
"blood","GSM2260689"
"blood","GSM2562732"
"blood","GSM1506500"
"blood","GSM2260720"
"blood","GSM2090003"
"blood","GSM2334627"
"blood","GSM2656276"
"blood","GSM2465236"
"blood","GSM3035668"
"blood","GSM2337409"
"blood","GSM3440647"
"blood","GSM2562811"
"blood","GSM2815431"
"blood","GSM2814583"
"blood","GSM3440642"
"blood","GSM2334158"
"blood","GSM3026632"
"blood","GSM2815024"
"blood","GSM2363573"
"blood","GSM2814490"
"blood","GSM2814684"
"blood","GSM1649794"
"blood","GSM2814989"
"blood","GSM1425579"
"blood","GSM2738282"
"blood","GSM3035617"
"blood","GSM2465175"
"blood","GSM2815104"
"blood","GSM2562729"
"blood","GSM2562711"
"blood","GSM2562699"
"blood","GSM2814558"
"blood","GSM2127924"
"blood","GSM1425635"
"blood","GSM2334588"
"blood","GSM1848096"
"blood","GSM2515106"
"blood","GSM2260652"
"blood","GSM2814157"
"blood","GSM2127948"
"blood","GSM2815156"
"blood","GSM2814199"
"blood","GSM1920397"
"blood","GSM2814478"
"blood","GSM2815048"
"blood","GSM1920358"
"blood","GSM2814280"
"blood","GSM2363538"
"blood","GSM3045532"
"blood","GSM3045525"
"blood","GSM2865161"
"blood","GSM2738285"
"blood","GSM2089931"
"blood","GSM2656362"
"blood","GSM3440770"
"blood","GSM2814256"
"blood","GSM1649753"
"blood","GSM2686828"
"blood","GSM3440507"
"blood","GSM2865145"
"blood","GSM1646170"
"blood","GSM2515112"
"blood","GSM2815296"
"blood","GSM2260648"
"blood","GSM2260715"
"blood","GSM2815138"
"blood","GSM2656197"
"blood","GSM2815358"
"blood","GSM2656306"
"blood","GSM2814540"
"blood","GSM2562761"
"blood","GSM1649764"
"blood","GSM3026795"
"blood","GSM3035797"
"blood","GSM2738174"
"blood","GSM2814133"
"blood","GSM3035859"
"blood","GSM2373083"
"blood","GSM2260613"
"blood","GSM2260565"
"blood","GSM2656420"
"blood","GSM2770891"
"blood","GSM1506523"
"blood","GSM3440534"
"blood","GSM1506371"
"blood","GSM1338118"
"blood","GSM1425686"
"blood","GSM2815318"
"blood","GSM2865127"
"blood","GSM3035523"
"blood","GSM2814084"
"blood","GSM2562838"
"blood","GSM3035496"
"blood","GSM3035481"
"blood","GSM2260554"
"blood","GSM2815272"
"blood","GSM2814487"
"blood","GSM1705014"
"blood","GSM2814653"
"blood","GSM2867846"
"blood","GSM2363806"
"blood","GSM2815504"
"blood","GSM2363748"
"blood","GSM2814919"
"blood","GSM2867858"
"blood","GSM2363585"
"blood","GSM3035720"
"blood","GSM2814205"
"blood","GSM2656394"
"blood","GSM2260707"
"blood","GSM3440628"
"blood","GSM2333957"
"blood","GSM2127942"
"blood","GSM1873657"
"blood","GSM2337273"
"blood","GSM2738176"
"blood","GSM2334396"
"blood","GSM2334430"
"blood","GSM2738214"
"blood","GSM2334463"
"blood","GSM2334197"
"blood","GSM1920365"
"blood","GSM2333939"
"blood","GSM2814757"
"blood","GSM1624871"
"blood","GSM1616990"
"blood","GSM2562900"
"blood","GSM2814580"
"blood","GSM2280186"
"blood","GSM2656312"
"blood","GSM1506303"
"blood","GSM2814663"
"blood","GSM2814587"
"blood","GSM2363589"
"blood","GSM2334495"
"blood","GSM2334445"
"blood","GSM2562846"
"blood","GSM2334293"
"blood","GSM2814613"
"blood","GSM2815387"
"blood","GSM3035498"
"blood","GSM2865129"
"blood","GSM2814601"
"blood","GSM3026636"
"blood","GSM2814191"
"blood","GSM2363545"
"blood","GSM2333944"
"blood","GSM3035825"
"blood","GSM3035544"
"blood","GSM3440562"
"blood","GSM2334501"
"blood","GSM2363638"
"blood","GSM2465159"
"blood","GSM2686824"
"blood","GSM2337493"
"blood","GSM2814614"
"blood","GSM2814195"
"blood","GSM2815287"
"blood","GSM2814605"
"blood","GSM2814785"
"blood","GSM2363565"
"blood","GSM2562743"
"blood","GSM2815608"
"blood","GSM2738228"
"blood","GSM1848075"
"blood","GSM1506338"
"blood","GSM2814938"
"blood","GSM3035944"
"blood","GSM2127961"
"blood","GSM2334016"
"blood","GSM2865112"
"blood","GSM1649805"
"blood","GSM2465182"
"blood","GSM1506403"
"blood","GSM1705083"
"blood","GSM2942857"
"blood","GSM3035704"
"blood","GSM2562772"
"blood","GSM2363765"
"blood","GSM2814104"
"blood","GSM2337548"
"blood","GSM1920387"
"blood","GSM2363793"
"blood","GSM2337488"
"blood","GSM2562806"
"blood","GSM2815495"
"blood","GSM2260668"
"blood","GSM2814219"
"blood","GSM2334032"
"blood","GSM2334211"
"blood","GSM1649817"
"blood","GSM2770886"
"blood","GSM2127960"
"blood","GSM2656291"
"blood","GSM2656422"
"blood","GSM1506390"
"blood","GSM3045509"
"blood","GSM2363875"
"blood","GSM2363546"
"blood","GSM2337542"
"blood","GSM2815528"
"blood","GSM3440522"
"blood","GSM2334471"
"blood","GSM2656339"
"blood","GSM2815343"
"blood","GSM3035486"
"blood","GSM2260639"
"blood","GSM2334317"
"blood","GSM2337507"
"blood","GSM2815232"
"blood","GSM3035882"
"blood","GSM1705075"
"blood","GSM2814998"
"blood","GSM3035685"
"blood","GSM2089963"
"blood","GSM2562731"
"blood","GSM2656408"
"blood","GSM3440527"
"blood","GSM2814987"
"blood","GSM3035648"
"blood","GSM2089988"
"blood","GSM2814994"
"blood","GSM2334174"
"blood","GSM2465262"
"blood","GSM2656382"
"blood","GSM2337321"
"blood","GSM2465162"
"blood","GSM2363731"
"blood","GSM2268016"
"blood","GSM2814326"
"blood","GSM2738173"
"blood","GSM2814288"
"blood","GSM2814812"
"blood","GSM1705082"
"blood","GSM3440678"
"blood","GSM2337606"
"blood","GSM2815300"
"blood","GSM2334244"
"blood","GSM2334508"
"blood","GSM2814512"
"blood","GSM2648880"
"blood","GSM3081002"
"blood","GSM2807731"
"blood","GSM2815488"
"blood","GSM2334200"
"blood","GSM3035773"
"blood","GSM3026761"
"blood","GSM2877344"
"blood","GSM2814379"
"blood","GSM2363720"
"blood","GSM2656320"
"blood","GSM2465183"
"blood","GSM1624861"
"blood","GSM2333997"
"blood","GSM3035529"
"blood","GSM2337404"
"blood","GSM2815087"
"blood","GSM1920464"
"blood","GSM2363642"
"blood","GSM2363677"
"blood","GSM2815330"
"blood","GSM2337405"
"blood","GSM2814704"
"blood","GSM1920376"
"blood","GSM2334184"
"blood","GSM2815212"
"blood","GSM3035774"
"blood","GSM2562738"
"blood","GSM3035757"
"blood","GSM2815544"
"blood","GSM3440589"
"blood","GSM2562912"
"blood","GSM2337301"
"blood","GSM2334266"
"blood","GSM2260669"
"blood","GSM2334349"
"blood","GSM1506414"
"blood","GSM2337294"
"blood","GSM2334464"
"blood","GSM3035744"
"blood","GSM2334631"
"blood","GSM2260521"
"blood","GSM2867773"
"blood","GSM2814460"
"blood","GSM2334356"
"blood","GSM2865159"
"blood","GSM2334198"
"blood","GSM1920436"
"blood","GSM2815268"
"blood","GSM2260488"
"blood","GSM1622787"
"blood","GSM2260713"
"blood","GSM2656279"
"blood","GSM2770883"
"blood","GSM2562802"
"blood","GSM2334255"
"blood","GSM2334048"
"blood","GSM2865173"
"blood","GSM2815450"
"blood","GSM2334242"
"blood","GSM2363768"
"blood","GSM2334581"
"blood","GSM3035545"
"blood","GSM2738279"
"blood","GSM2363608"
"blood","GSM2337489"
"blood","GSM2337437"
"blood","GSM3035416"
"blood","GSM2815043"
"blood","GSM2656284"
"blood","GSM2260532"
"blood","GSM2656309"
"blood","GSM2814848"
"blood","GSM2814865"
"blood","GSM2814306"
"blood","GSM2334209"
"blood","GSM2334139"
"blood","GSM2337296"
"blood","GSM2090048"
"blood","GSM3035800"
"blood","GSM2337553"
"blood","GSM3440360"
"blood","GSM2815257"
"blood","GSM3026676"
"blood","GSM1624859"
"blood","GSM2562739"
"blood","GSM2814825"
"blood","GSM3440369"
"blood","GSM2127946"
"blood","GSM2363801"
"blood","GSM2333941"
"blood","GSM2363783"
"blood","GSM1506565"
"blood","GSM2337602"
"blood","GSM2333987"
"blood","GSM2867830"
"blood","GSM2260539"
"blood","GSM2814592"
"blood","GSM3440525"
"blood","GSM2363889"
"blood","GSM2814150"
"blood","GSM2738152"
"blood","GSM3026728"
"blood","GSM2770897"
"blood","GSM2562924"
"blood","GSM2090042"
"blood","GSM2334307"
"blood","GSM2260679"
"blood","GSM1920466"
"blood","GSM1954506"
"blood","GSM1649804"
"blood","GSM1920364"
"blood","GSM2815307"
"blood","GSM1649767"
"blood","GSM3045517"
"blood","GSM3026785"
"blood","GSM3035898"
"blood","GSM2738244"
"blood","GSM2814363"
"blood","GSM2337364"
"blood","GSM2815514"
"blood","GSM2865102"
"blood","GSM3026778"
"blood","GSM2363549"
"blood","GSM2337567"
"blood","GSM2090053"
"blood","GSM2334063"
"blood","GSM2334284"
"blood","GSM2656352"
"blood","GSM2337371"
"blood","GSM2815531"
"blood","GSM2656337"
"blood","GSM2337574"
"blood","GSM3440757"
"blood","GSM2334461"
"blood","GSM3440725"
"blood","GSM2260602"
"blood","GSM2865100"
"blood","GSM3035896"
"blood","GSM2363533"
"blood","GSM3026760"
"blood","GSM1920367"
"blood","GSM2656302"
"blood","GSM3026755"
"blood","GSM2333978"
"blood","GSM2334072"
"blood","GSM3035670"
"blood","GSM2089942"
"blood","GSM2815462"
"blood","GSM3026711"
"blood","GSM2333933"
"blood","GSM2336834"
"blood","GSM3026701"
"blood","GSM2814600"
"blood","GSM2815425"
"blood","GSM2334247"
"blood","GSM2814965"
"blood","GSM2656196"
"blood","GSM2363651"
"blood","GSM3440777"
"blood","GSM2334516"
"blood","GSM2334208"
"blood","GSM2349469"
"blood","GSM2268015"
"blood","GSM2814352"
"blood","GSM2738272"
"blood","GSM2334375"
"blood","GSM3035462"
"blood","GSM1920462"
"blood","GSM2562787"
"blood","GSM2770879"
"blood","GSM3440367"
"blood","GSM2465261"
"blood","GSM3035431"
"blood","GSM1920421"
"blood","GSM2867790"
"blood","GSM2337347"
"blood","GSM2334153"
"blood","GSM2363751"
"blood","GSM2337578"
"blood","GSM2363594"
"blood","GSM2562918"
"blood","GSM3026667"
"blood","GSM3440681"
"blood","GSM2815707"
"blood","GSM2562892"
"blood","GSM2334059"
"blood","GSM2334028"
"blood","GSM1920431"
"blood","GSM1616991"
"blood","GSM2738219"
"blood","GSM2363692"
"blood","GSM3026685"
"blood","GSM2260582"
"blood","GSM2865109"
"blood","GSM1920442"
"blood","GSM2465181"
"blood","GSM2807734"
"blood","GSM2334300"
"blood","GSM2814807"
"blood","GSM2334365"
"blood","GSM3035746"
"blood","GSM2814991"
"blood","GSM2465264"
"blood","GSM2363548"
"blood","GSM2738269"
"blood","GSM1920415"
"blood","GSM3035959"
"blood","GSM2334125"
"blood","GSM2814503"
"blood","GSM3440581"
"blood","GSM2815164"
"blood","GSM2815303"
"blood","GSM2337540"
"blood","GSM3440339"
"blood","GSM2656183"
"blood","GSM3035879"
"blood","GSM3440772"
"blood","GSM3045497"
"blood","GSM2867879"
"blood","GSM2814410"
"blood","GSM3035730"
"blood","GSM2738249"
"blood","GSM2363841"
"blood","GSM3035727"
"blood","GSM2738201"
"blood","GSM2738172"
"blood","GSM1338103"
"blood","GSM2867829"
"blood","GSM2814831"
"blood","GSM2814639"
"blood","GSM2465177"
"blood","GSM2656308"
"blood","GSM2363557"
"blood","GSM2363626"
"blood","GSM3035709"
"blood","GSM2363807"
"blood","GSM2363893"
"blood","GSM2738292"
"blood","GSM2815049"
"blood","GSM2814862"
"blood","GSM2337466"
"blood","GSM2334250"
"blood","GSM2089997"
"blood","GSM1506323"
"blood","GSM2814769"
"blood","GSM2656350"
"blood","GSM2648862"
"blood","GSM2815565"
"blood","GSM3035742"
"blood","GSM2814328"
"blood","GSM2333984"
"blood","GSM2738264"
"blood","GSM2260718"
"blood","GSM2656200"
"blood","GSM2334325"
"blood","GSM1649813"
"blood","GSM2363798"
"blood","GSM3035767"
"blood","GSM2337603"
"blood","GSM3045533"
"blood","GSM2562877"
"blood","GSM2877354"
"blood","GSM2815334"
"blood","GSM2090027"
"blood","GSM3035650"
"blood","GSM2337387"
"blood","GSM2334043"
"blood","GSM2814360"
"blood","GSM2815166"
"blood","GSM3440737"
"blood","GSM3440714"
"blood","GSM2656190"
"blood","GSM2867886"
"blood","GSM2334220"
"blood","GSM2738236"
"blood","GSM1705054"
"blood","GSM1847999"
"blood","GSM1425532"
"blood","GSM2815033"
"blood","GSM2334450"
"blood","GSM2334066"
"blood","GSM3440664"
"blood","GSM1506558"
"blood","GSM2260580"
"blood","GSM2865143"
"blood","GSM2334119"
"blood","GSM2815329"
"blood","GSM3440765"
"blood","GSM2268011"
"blood","GSM2738135"
"blood","GSM2815477"
"blood","GSM1848081"
"blood","GSM2867838"
"blood","GSM2363716"
"blood","GSM2334298"
"blood","GSM2337270"
"blood","GSM2334635"
"blood","GSM2814599"
"blood","GSM3026735"
"blood","GSM3380766"
"blood","GSM1920463"
"blood","GSM2562726"
"blood","GSM2562798"
"blood","GSM2562801"
"blood","GSM2738241"
"blood","GSM2363803"
"blood","GSM3440445"
"blood","GSM2337298"
"blood","GSM3035407"
"blood","GSM2815368"
"blood","GSM2814374"
"blood","GSM3035893"
"blood","GSM2814658"
"blood","GSM2260593"
"blood","GSM2562824"
"blood","GSM2337476"
"blood","GSM2363564"
"blood","GSM2648866"
"blood","GSM2815593"
"blood","GSM2334312"
"blood","GSM2815677"
"blood","GSM2260573"
"blood","GSM2562885"
"blood","GSM2814611"
"blood","GSM2268009"
"blood","GSM2586452"
"blood","GSM2738204"
"blood","GSM2465194"
"blood","GSM3440683"
"blood","GSM3035868"
"blood","GSM1920412"
"blood","GSM2686826"
"blood","GSM2334394"
"blood","GSM2562789"
"blood","GSM2260645"
"blood","GSM2814101"
"blood","GSM2814925"
"blood","GSM2465232"
"blood","GSM2333931"
"blood","GSM2363800"
"blood","GSM2260660"
"blood","GSM2363709"
"blood","GSM2337577"
"blood","GSM2796258"
"blood","GSM1920357"
"blood","GSM2337307"
"blood","GSM2337255"
"blood","GSM2815036"
"blood","GSM2562786"
"blood","GSM3035781"
"blood","GSM2337533"
"blood","GSM1931530"
"blood","GSM2770894"
"blood","GSM2334626"
"blood","GSM2562830"
"blood","GSM3035740"
"blood","GSM2090038"
"blood","GSM1506579"
"blood","GSM2656353"
"blood","GSM2942840"
"blood","GSM2363799"
"blood","GSM2865118"
"blood","GSM2770868"
"blood","GSM1425665"
"blood","GSM2815242"
"blood","GSM2334593"
"blood","GSM2337604"
"blood","GSM3440691"
"blood","GSM2337288"
"blood","GSM2337546"
"blood","GSM2363708"
"blood","GSM2334480"
"blood","GSM2337430"
"blood","GSM2260549"
"blood","GSM1649824"
"blood","GSM2815409"
"blood","GSM2814805"
"blood","GSM2363744"
"blood","GSM2334517"
"blood","GSM2738246"
"blood","GSM2814920"
"blood","GSM2334107"
"blood","GSM2814644"
"blood","GSM2738225"
"blood","GSM1649828"
"blood","GSM2656191"
"blood","GSM2815376"
"blood","GSM2334017"
"blood","GSM3035935"
"blood","GSM2562797"
"blood","GSM2738212"
"blood","GSM1506489"
"blood","GSM2814984"
"blood","GSM2349452"
"blood","GSM2770882"
"blood","GSM3026769"
"blood","GSM3035913"
"blood","GSM2334065"
"blood","GSM2337486"
"blood","GSM1649774"
"blood","GSM1506584"
"blood","GSM2814732"
"blood","GSM3440475"
"blood","GSM2814467"
"blood","GSM2260584"
"blood","GSM1649785"
"blood","GSM2334623"
"blood","GSM2333938"
"blood","GSM2334564"
"blood","GSM3035660"
"blood","GSM3035932"
"blood","GSM2738218"
"blood","GSM2942839"
"blood","GSM2656336"
"blood","GSM1338114"
"blood","GSM1649755"
"blood","GSM2814093"
"blood","GSM2814842"
"blood","GSM2363857"
"blood","GSM2334492"
"blood","GSM1920398"
"blood","GSM2334621"
"blood","GSM3440384"
"blood","GSM2815389"
"blood","GSM1705013"
"blood","GSM2814702"
"blood","GSM3035726"
"blood","GSM3035651"
"blood","GSM2807745"
"blood","GSM2090000"
"blood","GSM2337250"
"blood","GSM2363873"
"blood","GSM1649810"
"blood","GSM2363830"
"blood","GSM2090050"
"blood","GSM2562840"
"blood","GSM2260516"
"blood","GSM3035945"
"blood","GSM2815006"
"blood","GSM2814943"
"blood","GSM2794356"
"blood","GSM2562750"
"blood","GSM1624860"
"blood","GSM2865182"
"blood","GSM2337375"
"blood","GSM3035657"
"blood","GSM2127915"
"blood","GSM2260557"
"blood","GSM2334342"
"blood","GSM1506291"
"blood","GSM2942823"
"blood","GSM3035625"
"blood","GSM2815162"
"blood","GSM3035652"
"blood","GSM2260572"
"blood","GSM2815044"
"blood","GSM2562897"
"blood","GSM3035419"
"blood","GSM2334546"
"blood","GSM2815592"
"blood","GSM2815578"
"blood","GSM2814915"
"blood","GSM2260595"
"blood","GSM3035411"
"blood","GSM2334387"
"blood","GSM1506518"
"blood","GSM2814852"
"blood","GSM3035449"
"blood","GSM2363600"
"blood","GSM2815560"
"blood","GSM2363534"
"blood","GSM1649803"
"blood","GSM2337292"
"blood","GSM2337241"
"blood","GSM3035572"
"blood","GSM2815508"
"blood","GSM2260501"
"blood","GSM2814891"
"blood","GSM2814627"
"blood","GSM2562822"
"blood","GSM2815259"
"blood","GSM2867792"
"blood","GSM3440462"
"blood","GSM2337369"
"blood","GSM3035737"
"blood","GSM2127906"
"blood","GSM2815174"
"blood","GSM2260499"
"blood","GSM3035599"
"blood","GSM1506394"
"blood","GSM2562856"
"blood","GSM3035937"
"blood","GSM2815634"
"blood","GSM1506436"
"blood","GSM2333976"
"blood","GSM2656286"
"blood","GSM2814635"
"blood","GSM2127958"
"blood","GSM2089982"
"blood","GSM2515126"
"blood","GSM2877348"
"blood","GSM2814550"
"blood","GSM2334397"
"blood","GSM2334428"
"blood","GSM2334426"
"blood","GSM3026629"
"blood","GSM2815569"
"blood","GSM2363671"
"blood","GSM2656343"
"blood","GSM1506441"
"blood","GSM2267976"
"blood","GSM1624849"
"blood","GSM3440790"
"blood","GSM2334157"
"blood","GSM2814325"
"blood","GSM2815186"
"blood","GSM2814301"
"blood","GSM2090054"
"blood","GSM2865183"
"blood","GSM3035640"
"blood","GSM1848016"
"blood","GSM3035938"
"blood","GSM3440346"
"blood","GSM2465186"
"blood","GSM3035768"
"blood","GSM2656172"
"blood","GSM2656255"
"blood","GSM2363606"
"blood","GSM2815586"
"blood","GSM2267977"
"blood","GSM2334173"
"blood","GSM2807733"
